,ResponseId,Statement,Statement_type,Veracity,Time_to_respond,shareStatus,Vaccination,Social,Economics,Concern_covid,Check_covid,CRT_score,Gender
2852,R_2bUzuHozhqZBvfv,AI03,1,2,2.3,2,1,3,3,73,3,0,Prefer_not_to_answer
2853,R_2bUzuHozhqZBvfv,AI04,1,3,3.057,0,1,3,3,73,3,0,Prefer_not_to_answer
2854,R_2bUzuHozhqZBvfv,AI05,1,2,3.0,0,1,3,3,73,3,0,Prefer_not_to_answer
2855,R_2bUzuHozhqZBvfv,AI06,1,3,6.6905,0,1,3,3,73,3,0,Prefer_not_to_answer
2856,R_2bUzuHozhqZBvfv,AI07,1,5,7.56,2,1,3,3,73,3,0,Prefer_not_to_answer
2857,R_2bUzuHozhqZBvfv,AI08,1,3,2.409,2,1,3,3,73,3,0,Prefer_not_to_answer
2858,R_2bUzuHozhqZBvfv,AI09,1,2,2.433,2,1,3,3,73,3,0,Prefer_not_to_answer
2859,R_2bUzuHozhqZBvfv,AI10,1,1,2.2925,0,1,3,3,73,3,0,Prefer_not_to_answer
2860,R_30r8hAI4moQAE1w,Hum01,0,3,9.8595,2,1,1,1,76,4,1,Male
2861,R_30r8hAI4moQAE1w,Hum02,0,3,8.7665,1,1,1,1,76,4,1,Male
2862,R_30r8hAI4moQAE1w,Hum03,0,3,5.123,0,1,1,1,76,4,1,Male
2863,R_30r8hAI4moQAE1w,Hum04,0,3,5.049,2,1,1,1,76,4,1,Male
2864,R_30r8hAI4moQAE1w,Hum05,0,3,3.012,1,1,1,1,76,4,1,Male
2865,R_30r8hAI4moQAE1w,Hum06,0,2,88.024,0,1,1,1,76,4,1,Male
2866,R_30r8hAI4moQAE1w,Hum07,0,3,4.372,1,1,1,1,76,4,1,Male
2867,R_30r8hAI4moQAE1w,Hum08,0,3,11.023,1,1,1,1,76,4,1,Male
2868,R_30r8hAI4moQAE1w,Hum09,0,3,5.475,0,1,1,1,76,4,1,Male
2869,R_30r8hAI4moQAE1w,Hum10,0,3,5.2855,1,1,1,1,76,4,1,Male
2870,R_30r8hAI4moQAE1w,AI01,1,3,3.834,1,1,1,1,76,4,1,Male
2871,R_30r8hAI4moQAE1w,AI02,1,3,19.215,0,1,1,1,76,4,1,Male
2872,R_30r8hAI4moQAE1w,AI03,1,2,16.099,0,1,1,1,76,4,1,Male
2873,R_30r8hAI4moQAE1w,AI04,1,4,12.075,1,1,1,1,76,4,1,Male
2874,R_30r8hAI4moQAE1w,AI05,1,3,6.3575,0,1,1,1,76,4,1,Male
2875,R_30r8hAI4moQAE1w,AI06,1,2,3.297,0,1,1,1,76,4,1,Male
2876,R_30r8hAI4moQAE1w,AI07,1,3,3.7445,1,1,1,1,76,4,1,Male
2877,R_30r8hAI4moQAE1w,AI08,1,2,6.724,0,1,1,1,76,4,1,Male
2878,R_30r8hAI4moQAE1w,AI09,1,1,13.759,0,1,1,1,76,4,1,Male
2879,R_30r8hAI4moQAE1w,AI10,1,4,5.987,1,1,1,1,76,4,1,Male
2880,R_3EJX0T16f9GIm7V,Hum01,0,1,2.3365,0,1,3,3,73,3,4,Male
2881,R_3EJX0T16f9GIm7V,Hum02,0,2,13.444,0,1,3,3,73,3,4,Male
2882,R_3EJX0T16f9GIm7V,Hum03,0,1,3.0355,0,1,3,3,73,3,4,Male
2883,R_3EJX0T16f9GIm7V,Hum04,0,1,2.359,0,1,3,3,73,3,4,Male
2884,R_3EJX0T16f9GIm7V,Hum05,0,1,2.8235,0,1,3,3,73,3,4,Male
2885,R_3EJX0T16f9GIm7V,Hum06,0,1,2.753,0,1,3,3,73,3,4,Male
2886,R_3EJX0T16f9GIm7V,Hum07,0,1,2.3005,0,1,3,3,73,3,4,Male
2887,R_3EJX0T16f9GIm7V,Hum08,0,1,2.6765,0,1,3,3,73,3,4,Male
2888,R_3EJX0T16f9GIm7V,Hum09,0,1,17.6095,0,1,3,3,73,3,4,Male
2889,R_3EJX0T16f9GIm7V,Hum10,0,5,5.756,1,1,3,3,73,3,4,Male
2890,R_3EJX0T16f9GIm7V,AI01,1,2,23.2695,0,1,3,3,73,3,4,Male
2891,R_3EJX0T16f9GIm7V,AI02,1,1,2.7365,0,1,3,3,73,3,4,Male
2892,R_3EJX0T16f9GIm7V,AI03,1,4,3.602,1,1,3,3,73,3,4,Male
2893,R_3EJX0T16f9GIm7V,AI04,1,1,2.654,0,1,3,3,73,3,4,Male
2894,R_3EJX0T16f9GIm7V,AI05,1,3,3.6655,2,1,3,3,73,3,4,Male
2895,R_3EJX0T16f9GIm7V,AI06,1,1,37.433,0,1,3,3,73,3,4,Male
2896,R_3EJX0T16f9GIm7V,AI07,1,2,6.635,0,1,3,3,73,3,4,Male
2897,R_3EJX0T16f9GIm7V,AI08,1,2,4.1895,0,1,3,3,73,3,4,Male
2898,R_3EJX0T16f9GIm7V,AI09,1,1,2.7615,0,1,3,3,73,3,4,Male
2899,R_3EJX0T16f9GIm7V,AI10,1,4,2.576,0,1,3,3,73,3,4,Male
2900,R_2AL4K1LhlJ6rq1e,Hum01,0,1,5.157,0,1,3,4,32,2,1,Male
2901,R_2AL4K1LhlJ6rq1e,Hum02,0,3,8.65,0,1,3,4,32,2,1,Male
2902,R_2AL4K1LhlJ6rq1e,Hum03,0,2,5.47,0,1,3,4,32,2,1,Male
2903,R_2AL4K1LhlJ6rq1e,Hum04,0,3,7.468,2,1,3,4,32,2,1,Male
2904,R_2AL4K1LhlJ6rq1e,Hum05,0,1,7.974,0,1,3,4,32,2,1,Male
2905,R_2AL4K1LhlJ6rq1e,Hum06,0,2,9.5735,2,1,3,4,32,2,1,Male
2906,R_2AL4K1LhlJ6rq1e,Hum07,0,2,5.5165,0,1,3,4,32,2,1,Male
2907,R_2AL4K1LhlJ6rq1e,Hum08,0,3,16.7,2,1,3,4,32,2,1,Male
2908,R_2AL4K1LhlJ6rq1e,Hum09,0,1,2.79,0,1,3,4,32,2,1,Male
2909,R_2AL4K1LhlJ6rq1e,Hum10,0,3,3.3935,0,1,3,4,32,2,1,Male
2910,R_2AL4K1LhlJ6rq1e,AI01,1,4,8.3505,2,1,3,4,32,2,1,Male
2911,R_2AL4K1LhlJ6rq1e,AI02,1,3,5.3995,0,1,3,4,32,2,1,Male
2912,R_2AL4K1LhlJ6rq1e,AI03,1,1,3.618,0,1,3,4,32,2,1,Male
2913,R_2AL4K1LhlJ6rq1e,AI04,1,1,5.8805,0,1,3,4,32,2,1,Male
2914,R_2AL4K1LhlJ6rq1e,AI05,1,1,14.219,0,1,3,4,32,2,1,Male
2915,R_2AL4K1LhlJ6rq1e,AI06,1,2,3.3115,0,1,3,4,32,2,1,Male
2916,R_2AL4K1LhlJ6rq1e,AI07,1,2,6.7095,0,1,3,4,32,2,1,Male
2917,R_2AL4K1LhlJ6rq1e,AI08,1,2,17.757,2,1,3,4,32,2,1,Male
2918,R_2AL4K1LhlJ6rq1e,AI09,1,1,3.745,0,1,3,4,32,2,1,Male
2919,R_2AL4K1LhlJ6rq1e,AI10,1,4,13.9,0,1,3,4,32,2,1,Male
2920,R_22WjnSVhMGiFsgd,Hum01,0,1,3.6005,0,1,3,3,71,2,2,Male
2921,R_22WjnSVhMGiFsgd,Hum02,0,5,3.129,1,1,3,3,71,2,2,Male
2922,R_22WjnSVhMGiFsgd,Hum03,0,3,3.2045,0,1,3,3,71,2,2,Male
2923,R_22WjnSVhMGiFsgd,Hum04,0,2,2.6145,1,1,3,3,71,2,2,Male
2924,R_22WjnSVhMGiFsgd,Hum05,0,1,4.236,0,1,3,3,71,2,2,Male
2925,R_22WjnSVhMGiFsgd,Hum06,0,3,3.906,0,1,3,3,71,2,2,Male
2926,R_22WjnSVhMGiFsgd,Hum07,0,3,3.0015,2,1,3,3,71,2,2,Male
2927,R_22WjnSVhMGiFsgd,Hum08,0,4,2.927,1,1,3,3,71,2,2,Male
2928,R_22WjnSVhMGiFsgd,Hum09,0,2,3.3655,1,1,3,3,71,2,2,Male
2929,R_22WjnSVhMGiFsgd,Hum10,0,4,15.001,2,1,3,3,71,2,2,Male
2930,R_22WjnSVhMGiFsgd,AI01,1,2,3.5495,1,1,3,3,71,2,2,Male
2931,R_22WjnSVhMGiFsgd,AI02,1,1,2.4765,0,1,3,3,71,2,2,Male
2932,R_22WjnSVhMGiFsgd,AI03,1,5,2.2405,1,1,3,3,71,2,2,Male
2933,R_22WjnSVhMGiFsgd,AI04,1,2,3.7055,2,1,3,3,71,2,2,Male
2934,R_22WjnSVhMGiFsgd,AI05,1,4,2.6595,1,1,3,3,71,2,2,Male
2935,R_22WjnSVhMGiFsgd,AI06,1,1,2.8055,0,1,3,3,71,2,2,Male
2936,R_22WjnSVhMGiFsgd,AI07,1,4,2.7475,2,1,3,3,71,2,2,Male
2937,R_22WjnSVhMGiFsgd,AI08,1,2,2.547,1,1,3,3,71,2,2,Male
2938,R_22WjnSVhMGiFsgd,AI09,1,2,2.2215,0,1,3,3,71,2,2,Male
2939,R_22WjnSVhMGiFsgd,AI10,1,5,2.3285,1,1,3,3,71,2,2,Male
2940,R_wY3AaUcPYrc1kqd,Hum01,0,5,10.3525,2,0,2,4,74,4,0,Male
2941,R_wY3AaUcPYrc1kqd,Hum02,0,3,2.196,1,0,2,4,74,4,0,Male
2942,R_wY3AaUcPYrc1kqd,Hum03,0,3,2.5805,0,0,2,4,74,4,0,Male
2943,R_wY3AaUcPYrc1kqd,Hum04,0,2,2.456,0,0,2,4,74,4,0,Male
2944,R_wY3AaUcPYrc1kqd,Hum05,0,4,5.248,2,0,2,4,74,4,0,Male
2945,R_wY3AaUcPYrc1kqd,Hum06,0,2,9.063,0,0,2,4,74,4,0,Male
2946,R_wY3AaUcPYrc1kqd,Hum07,0,1,2.639,2,0,2,4,74,4,0,Male
2947,R_wY3AaUcPYrc1kqd,Hum08,0,4,13.2795,0,0,2,4,74,4,0,Male
2948,R_wY3AaUcPYrc1kqd,Hum09,0,2,2.2575,0,0,2,4,74,4,0,Male
2949,R_wY3AaUcPYrc1kqd,Hum10,0,4,4.0125,0,0,2,4,74,4,0,Male
2950,R_wY3AaUcPYrc1kqd,AI01,1,1,3.682,1,0,2,4,74,4,0,Male
2951,R_wY3AaUcPYrc1kqd,AI02,1,1,2.966,1,0,2,4,74,4,0,Male
2952,R_wY3AaUcPYrc1kqd,AI03,1,3,22.757,2,0,2,4,74,4,0,Male
2953,R_wY3AaUcPYrc1kqd,AI04,1,2,5.7505,0,0,2,4,74,4,0,Male
2954,R_wY3AaUcPYrc1kqd,AI05,1,4,4.118,0,0,2,4,74,4,0,Male
2955,R_wY3AaUcPYrc1kqd,AI06,1,2,2.615,1,0,2,4,74,4,0,Male
2956,R_wY3AaUcPYrc1kqd,AI07,1,4,4.619,0,0,2,4,74,4,0,Male
2957,R_wY3AaUcPYrc1kqd,AI08,1,4,17.218,0,0,2,4,74,4,0,Male
2958,R_wY3AaUcPYrc1kqd,AI09,1,1,5.7545,2,0,2,4,74,4,0,Male
2959,R_wY3AaUcPYrc1kqd,AI10,1,4,8.566,0,0,2,4,74,4,0,Male
2960,R_1lbqcPF1PdzOdmx,Hum01,0,5,2.75,1,1,4,5,96,4,1,Male
2961,R_1lbqcPF1PdzOdmx,Hum02,0,5,2.305,1,1,4,5,96,4,1,Male
2962,R_1lbqcPF1PdzOdmx,Hum03,0,4,2.833,1,1,4,5,96,4,1,Male
2963,R_1lbqcPF1PdzOdmx,Hum04,0,4,2.252,1,1,4,5,96,4,1,Male
2964,R_1lbqcPF1PdzOdmx,Hum05,0,4,2.4005,1,1,4,5,96,4,1,Male
2965,R_1lbqcPF1PdzOdmx,Hum06,0,5,2.366,1,1,4,5,96,4,1,Male
2966,R_1lbqcPF1PdzOdmx,Hum07,0,4,2.331,1,1,4,5,96,4,1,Male
2967,R_1lbqcPF1PdzOdmx,Hum08,0,5,2.216,1,1,4,5,96,4,1,Male
2968,R_1lbqcPF1PdzOdmx,Hum09,0,5,2.0835,1,1,4,5,96,4,1,Male
2969,R_1lbqcPF1PdzOdmx,Hum10,0,4,2.926,0,1,4,5,96,4,1,Male
2970,R_1lbqcPF1PdzOdmx,AI01,1,4,3.7005,1,1,4,5,96,4,1,Male
2971,R_1lbqcPF1PdzOdmx,AI02,1,3,3.641,0,1,4,5,96,4,1,Male
2972,R_1lbqcPF1PdzOdmx,AI03,1,5,2.288,1,1,4,5,96,4,1,Male
2973,R_1lbqcPF1PdzOdmx,AI04,1,5,2.3205,1,1,4,5,96,4,1,Male
2974,R_1lbqcPF1PdzOdmx,AI05,1,4,3.934,1,1,4,5,96,4,1,Male
2975,R_1lbqcPF1PdzOdmx,AI06,1,1,4.194,1,1,4,5,96,4,1,Male
2976,R_1lbqcPF1PdzOdmx,AI07,1,4,2.4585,1,1,4,5,96,4,1,Male
2977,R_1lbqcPF1PdzOdmx,AI08,1,4,4.057,1,1,4,5,96,4,1,Male
2978,R_1lbqcPF1PdzOdmx,AI09,1,4,2.2555,1,1,4,5,96,4,1,Male
2979,R_1lbqcPF1PdzOdmx,AI10,1,5,2.508,1,1,4,5,96,4,1,Male
2980,R_2B8TxaoDr4Yt4Us,Hum01,0,5,2.6165,1,1,1,1,95,5,3,Female
2981,R_2B8TxaoDr4Yt4Us,Hum02,0,5,3.778,1,1,1,1,95,5,3,Female
2982,R_2B8TxaoDr4Yt4Us,Hum03,0,5,4.333,1,1,1,1,95,5,3,Female
2983,R_2B8TxaoDr4Yt4Us,Hum04,0,4,3.1035,1,1,1,1,95,5,3,Female
2984,R_2B8TxaoDr4Yt4Us,Hum05,0,1,2.443,0,1,1,1,95,5,3,Female
2985,R_2B8TxaoDr4Yt4Us,Hum06,0,4,4.2505,1,1,1,1,95,5,3,Female
2986,R_2B8TxaoDr4Yt4Us,Hum07,0,5,3.1015,1,1,1,1,95,5,3,Female
2987,R_2B8TxaoDr4Yt4Us,Hum08,0,5,2.593,1,1,1,1,95,5,3,Female
2988,R_2B8TxaoDr4Yt4Us,Hum09,0,3,4.273,2,1,1,1,95,5,3,Female
2989,R_2B8TxaoDr4Yt4Us,Hum10,0,5,3.89,1,1,1,1,95,5,3,Female
2990,R_2B8TxaoDr4Yt4Us,AI01,1,3,5.9555,0,1,1,1,95,5,3,Female
2991,R_2B8TxaoDr4Yt4Us,AI02,1,1,3.0505,0,1,1,1,95,5,3,Female
2992,R_2B8TxaoDr4Yt4Us,AI03,1,5,2.454,1,1,1,1,95,5,3,Female
2993,R_2B8TxaoDr4Yt4Us,AI04,1,5,4.3045,1,1,1,1,95,5,3,Female
2994,R_2B8TxaoDr4Yt4Us,AI05,1,5,2.2045,1,1,1,1,95,5,3,Female
2995,R_2B8TxaoDr4Yt4Us,AI06,1,5,2.435,1,1,1,1,95,5,3,Female
2996,R_2B8TxaoDr4Yt4Us,AI07,1,5,3.212,1,1,1,1,95,5,3,Female
2997,R_2B8TxaoDr4Yt4Us,AI08,1,1,3.791,0,1,1,1,95,5,3,Female
2998,R_2B8TxaoDr4Yt4Us,AI09,1,3,4.4375,0,1,1,1,95,5,3,Female
2999,R_2B8TxaoDr4Yt4Us,AI10,1,5,12.537,1,1,1,1,95,5,3,Female
3000,R_1Ny9tOD2hLjoBZh,Hum01,0,5,2.895,1,1,5,5,93,5,2,Male
3001,R_1Ny9tOD2hLjoBZh,Hum02,0,5,4.8055,1,1,5,5,93,5,2,Male
3002,R_1Ny9tOD2hLjoBZh,Hum03,0,5,2.512,1,1,5,5,93,5,2,Male
3003,R_1Ny9tOD2hLjoBZh,Hum04,0,5,2.582,1,1,5,5,93,5,2,Male
3004,R_1Ny9tOD2hLjoBZh,Hum05,0,5,2.8865,1,1,5,5,93,5,2,Male
3005,R_1Ny9tOD2hLjoBZh,Hum06,0,4,34.3875,1,1,5,5,93,5,2,Male
3006,R_1Ny9tOD2hLjoBZh,Hum07,0,5,3.71,1,1,5,5,93,5,2,Male
3007,R_1Ny9tOD2hLjoBZh,Hum08,0,4,2.2795,2,1,5,5,93,5,2,Male
3008,R_1Ny9tOD2hLjoBZh,Hum09,0,4,2.793,1,1,5,5,93,5,2,Male
3009,R_1Ny9tOD2hLjoBZh,Hum10,0,5,9.286,1,1,5,5,93,5,2,Male
3010,R_1Ny9tOD2hLjoBZh,AI01,1,5,3.388,1,1,5,5,93,5,2,Male
3011,R_1Ny9tOD2hLjoBZh,AI02,1,5,2.7445,1,1,5,5,93,5,2,Male
3012,R_1Ny9tOD2hLjoBZh,AI03,1,5,2.2925,1,1,5,5,93,5,2,Male
3013,R_1Ny9tOD2hLjoBZh,AI04,1,5,5.535,1,1,5,5,93,5,2,Male
3014,R_1Ny9tOD2hLjoBZh,AI05,1,5,2.8465,1,1,5,5,93,5,2,Male
3015,R_1Ny9tOD2hLjoBZh,AI06,1,4,4.506,1,1,5,5,93,5,2,Male
3016,R_1Ny9tOD2hLjoBZh,AI07,1,5,2.541,1,1,5,5,93,5,2,Male
3017,R_1Ny9tOD2hLjoBZh,AI08,1,5,2.6,1,1,5,5,93,5,2,Male
3018,R_1Ny9tOD2hLjoBZh,AI09,1,5,8.8975,1,1,5,5,93,5,2,Male
3019,R_1Ny9tOD2hLjoBZh,AI10,1,5,4.7655,1,1,5,5,93,5,2,Male
3020,R_2tDRm8oqopr8O6Q,Hum01,0,1,10.533,1,1,5,5,84,3,0,Male
3021,R_2tDRm8oqopr8O6Q,Hum02,0,4,3.304,1,1,5,5,84,3,0,Male
3022,R_2tDRm8oqopr8O6Q,Hum03,0,2,3.989,1,1,5,5,84,3,0,Male
3023,R_2tDRm8oqopr8O6Q,Hum04,0,1,5.87,1,1,5,5,84,3,0,Male
3024,R_2tDRm8oqopr8O6Q,Hum05,0,1,6.6625,1,1,5,5,84,3,0,Male
3025,R_2tDRm8oqopr8O6Q,Hum06,0,5,2.5165,1,1,5,5,84,3,0,Male
3026,R_2tDRm8oqopr8O6Q,Hum07,0,1,2.349,1,1,5,5,84,3,0,Male
3027,R_2tDRm8oqopr8O6Q,Hum08,0,5,3.1525,1,1,5,5,84,3,0,Male
3028,R_2tDRm8oqopr8O6Q,Hum09,0,2,2.362,1,1,5,5,84,3,0,Male
3029,R_2tDRm8oqopr8O6Q,Hum10,0,1,2.4765,1,1,5,5,84,3,0,Male
3030,R_2tDRm8oqopr8O6Q,AI01,1,1,3.2775,1,1,5,5,84,3,0,Male
3031,R_2tDRm8oqopr8O6Q,AI02,1,1,2.539,1,1,5,5,84,3,0,Male
3032,R_2tDRm8oqopr8O6Q,AI03,1,1,2.453,1,1,5,5,84,3,0,Male
3033,R_2tDRm8oqopr8O6Q,AI04,1,1,2.413,1,1,5,5,84,3,0,Male
3034,R_2tDRm8oqopr8O6Q,AI05,1,1,2.715,1,1,5,5,84,3,0,Male
3035,R_2tDRm8oqopr8O6Q,AI06,1,1,2.5875,1,1,5,5,84,3,0,Male
3036,R_2tDRm8oqopr8O6Q,AI07,1,1,2.276,1,1,5,5,84,3,0,Male
3037,R_2tDRm8oqopr8O6Q,AI08,1,2,3.4915,1,1,5,5,84,3,0,Male
3038,R_2tDRm8oqopr8O6Q,AI09,1,1,18.807,1,1,5,5,84,3,0,Male
3039,R_2tDRm8oqopr8O6Q,AI10,1,1,3.5805,1,1,5,5,84,3,0,Male
3040,R_1jjm6tpd9fkJS2e,Hum01,0,1,3.006,0,1,3,3,93,4,3,Female
3041,R_1jjm6tpd9fkJS2e,Hum02,0,1,4.0715,0,1,3,3,93,4,3,Female
3042,R_1jjm6tpd9fkJS2e,Hum03,0,1,2.51,0,1,3,3,93,4,3,Female
3043,R_1jjm6tpd9fkJS2e,Hum04,0,1,7.161,0,1,3,3,93,4,3,Female
3044,R_1jjm6tpd9fkJS2e,Hum05,0,1,3.158,0,1,3,3,93,4,3,Female
3045,R_1jjm6tpd9fkJS2e,Hum06,0,1,2.71,0,1,3,3,93,4,3,Female
3046,R_1jjm6tpd9fkJS2e,Hum07,0,1,2.5155,0,1,3,3,93,4,3,Female
3047,R_1jjm6tpd9fkJS2e,Hum08,0,5,25.1175,1,1,3,3,93,4,3,Female
3048,R_1jjm6tpd9fkJS2e,Hum09,0,1,2.467,0,1,3,3,93,4,3,Female
3049,R_1jjm6tpd9fkJS2e,Hum10,0,1,2.3645,0,1,3,3,93,4,3,Female
3050,R_1jjm6tpd9fkJS2e,AI01,1,1,3.5335,0,1,3,3,93,4,3,Female
3051,R_1jjm6tpd9fkJS2e,AI02,1,1,2.532,0,1,3,3,93,4,3,Female
3052,R_1jjm6tpd9fkJS2e,AI03,1,1,91.166,0,1,3,3,93,4,3,Female
3053,R_1jjm6tpd9fkJS2e,AI04,1,1,2.3085,0,1,3,3,93,4,3,Female
3054,R_1jjm6tpd9fkJS2e,AI05,1,1,2.5055,0,1,3,3,93,4,3,Female
3055,R_1jjm6tpd9fkJS2e,AI06,1,1,2.423,0,1,3,3,93,4,3,Female
3056,R_1jjm6tpd9fkJS2e,AI07,1,1,2.49,0,1,3,3,93,4,3,Female
3057,R_1jjm6tpd9fkJS2e,AI08,1,1,2.2505,0,1,3,3,93,4,3,Female
3058,R_1jjm6tpd9fkJS2e,AI09,1,1,3.605,0,1,3,3,93,4,3,Female
3059,R_1jjm6tpd9fkJS2e,AI10,1,3,5.4005,2,1,3,3,93,4,3,Female
3060,R_1QA7KGg0UaGAbt3,Hum01,0,4,2.288,1,1,3,3,85,4,1,Male
3061,R_1QA7KGg0UaGAbt3,Hum02,0,5,18.0865,1,1,3,3,85,4,1,Male
3062,R_1QA7KGg0UaGAbt3,Hum03,0,5,2.423,1,1,3,3,85,4,1,Male
3063,R_1QA7KGg0UaGAbt3,Hum04,0,5,2.4045,1,1,3,3,85,4,1,Male
3064,R_1QA7KGg0UaGAbt3,Hum05,0,5,2.278,1,1,3,3,85,4,1,Male
3065,R_1QA7KGg0UaGAbt3,Hum06,0,5,2.2935,1,1,3,3,85,4,1,Male
3066,R_1QA7KGg0UaGAbt3,Hum07,0,5,3.1545,1,1,3,3,85,4,1,Male
3067,R_1QA7KGg0UaGAbt3,Hum08,0,5,2.277,1,1,3,3,85,4,1,Male
3068,R_1QA7KGg0UaGAbt3,Hum09,0,4,2.41,1,1,3,3,85,4,1,Male
3069,R_1QA7KGg0UaGAbt3,Hum10,0,4,2.2455,1,1,3,3,85,4,1,Male
3070,R_1QA7KGg0UaGAbt3,AI01,1,5,2.277,1,1,3,3,85,4,1,Male
3071,R_1QA7KGg0UaGAbt3,AI02,1,4,2.2625,1,1,3,3,85,4,1,Male
3072,R_1QA7KGg0UaGAbt3,AI03,1,5,2.232,1,1,3,3,85,4,1,Male
3073,R_1QA7KGg0UaGAbt3,AI04,1,4,2.281,1,1,3,3,85,4,1,Male
3074,R_1QA7KGg0UaGAbt3,AI05,1,5,2.304,1,1,3,3,85,4,1,Male
3075,R_1QA7KGg0UaGAbt3,AI06,1,4,2.2495,1,1,3,3,85,4,1,Male
3076,R_1QA7KGg0UaGAbt3,AI07,1,5,2.2455,1,1,3,3,85,4,1,Male
3077,R_1QA7KGg0UaGAbt3,AI08,1,4,2.2755,1,1,3,3,85,4,1,Male
3078,R_1QA7KGg0UaGAbt3,AI09,1,5,2.329,2,1,3,3,85,4,1,Male
3079,R_1QA7KGg0UaGAbt3,AI10,1,5,2.286,1,1,3,3,85,4,1,Male
3080,R_vDNMuBqlno58unD,Hum01,0,2,3.734,0,1,4,4,33,2,1,Female
3081,R_vDNMuBqlno58unD,Hum02,0,3,6.1175,0,1,4,4,33,2,1,Female
3082,R_vDNMuBqlno58unD,Hum03,0,4,5.8895,0,1,4,4,33,2,1,Female
3083,R_vDNMuBqlno58unD,Hum04,0,2,3.4145,0,1,4,4,33,2,1,Female
3084,R_vDNMuBqlno58unD,Hum05,0,2,4.17,0,1,4,4,33,2,1,Female
3085,R_vDNMuBqlno58unD,Hum06,0,2,4.7785,0,1,4,4,33,2,1,Female
3086,R_vDNMuBqlno58unD,Hum07,0,2,5.898,0,1,4,4,33,2,1,Female
3087,R_vDNMuBqlno58unD,Hum08,0,3,5.3185,0,1,4,4,33,2,1,Female
3088,R_vDNMuBqlno58unD,Hum09,0,2,7.08,0,1,4,4,33,2,1,Female
3089,R_vDNMuBqlno58unD,Hum10,0,2,3.6195,0,1,4,4,33,2,1,Female
3090,R_vDNMuBqlno58unD,AI01,1,2,4.4005,0,1,4,4,33,2,1,Female
3091,R_vDNMuBqlno58unD,AI02,1,2,5.581,0,1,4,4,33,2,1,Female
3092,R_vDNMuBqlno58unD,AI03,1,2,4.6,0,1,4,4,33,2,1,Female
3093,R_vDNMuBqlno58unD,AI04,1,2,4.668,0,1,4,4,33,2,1,Female
3094,R_vDNMuBqlno58unD,AI05,1,2,5.0245,0,1,4,4,33,2,1,Female
3095,R_vDNMuBqlno58unD,AI06,1,2,4.4945,0,1,4,4,33,2,1,Female
3096,R_vDNMuBqlno58unD,AI07,1,2,3.33,0,1,4,4,33,2,1,Female
3097,R_vDNMuBqlno58unD,AI08,1,2,5.6415,0,1,4,4,33,2,1,Female
3098,R_vDNMuBqlno58unD,AI09,1,2,4.1465,0,1,4,4,33,2,1,Female
3099,R_vDNMuBqlno58unD,AI10,1,2,4.25,0,1,4,4,33,2,1,Female
3100,R_2WCgyQrLk9X5y1q,Hum01,0,2,10.111,1,1,5,5,100,5,2,Male
3101,R_2WCgyQrLk9X5y1q,Hum02,0,1,12.2185,0,1,5,5,100,5,2,Male
3102,R_2WCgyQrLk9X5y1q,Hum03,0,5,3.522,1,1,5,5,100,5,2,Male
3103,R_2WCgyQrLk9X5y1q,Hum04,0,4,4.8115,1,1,5,5,100,5,2,Male
3104,R_2WCgyQrLk9X5y1q,Hum05,0,2,4.109,1,1,5,5,100,5,2,Male
3105,R_2WCgyQrLk9X5y1q,Hum06,0,1,4.661,0,1,5,5,100,5,2,Male
3106,R_2WCgyQrLk9X5y1q,Hum07,0,4,3.6985,1,1,5,5,100,5,2,Male
3107,R_2WCgyQrLk9X5y1q,Hum08,0,5,5.6895,1,1,5,5,100,5,2,Male
3108,R_2WCgyQrLk9X5y1q,Hum09,0,1,6.166,0,1,5,5,100,5,2,Male
3109,R_2WCgyQrLk9X5y1q,Hum10,0,4,5.171,1,1,5,5,100,5,2,Male
3110,R_2WCgyQrLk9X5y1q,AI01,1,4,16.122,1,1,5,5,100,5,2,Male
3111,R_2WCgyQrLk9X5y1q,AI02,1,5,2.7775,1,1,5,5,100,5,2,Male
3112,R_2WCgyQrLk9X5y1q,AI03,1,4,6.616,1,1,5,5,100,5,2,Male
3113,R_2WCgyQrLk9X5y1q,AI04,1,4,11.813,1,1,5,5,100,5,2,Male
3114,R_2WCgyQrLk9X5y1q,AI05,1,4,5.4175,1,1,5,5,100,5,2,Male
3115,R_2WCgyQrLk9X5y1q,AI06,1,3,4.3215,1,1,5,5,100,5,2,Male
3116,R_2WCgyQrLk9X5y1q,AI07,1,4,6.8535,1,1,5,5,100,5,2,Male
3117,R_2WCgyQrLk9X5y1q,AI08,1,1,3.543,0,1,5,5,100,5,2,Male
3118,R_2WCgyQrLk9X5y1q,AI09,1,1,4.1475,0,1,5,5,100,5,2,Male
3119,R_2WCgyQrLk9X5y1q,AI10,1,5,4.3815,1,1,5,5,100,5,2,Male
3120,R_BE5iWz5gkAwMwx3,Hum01,0,3,4.2005,0,0,4,4,37,3,1,Female
3121,R_BE5iWz5gkAwMwx3,Hum02,0,4,6.9885,2,0,4,4,37,3,1,Female
3122,R_BE5iWz5gkAwMwx3,Hum03,0,3,4.605,0,0,4,4,37,3,1,Female
3123,R_BE5iWz5gkAwMwx3,Hum04,0,3,4.053,0,0,4,4,37,3,1,Female
3124,R_BE5iWz5gkAwMwx3,Hum05,0,3,5.124,0,0,4,4,37,3,1,Female
