,ResponseId,Statement,fake_news_generation_source,PerceivedVeracity,Time_to_respond,WillingnessToShare,VaccinationStatus,SocialOrientation,EconomicOrientation,PoliticalOrientation,Concern,NewsConsumption,CRT,Age,Gender,Religiosity,Income,Fluency,EducationYears,Ethnicity,StatementSequence,EthnicityBinary,GenderBinary,fall_for_fake_news,statement_source
2647,R_3FVBVpkaWwCmc4K,Hum08,0,2,6.3365,0,0,3,3,2,0,0,2,43,Female,0,0,0,13,0,1,1,1,1,2
2648,R_3FVBVpkaWwCmc4K,Hum09,0,0,5.191,0,0,3,3,2,0,0,2,43,Female,0,0,0,13,0,14,1,1,0,2
2649,R_3FVBVpkaWwCmc4K,Hum10,0,2,5.7685,0,0,3,3,2,0,0,2,43,Female,0,0,0,13,0,12,1,1,1,2
2650,R_3FVBVpkaWwCmc4K,AI01,1,2,3.949,0,0,3,3,2,0,0,2,43,Female,0,0,0,13,0,7,1,1,1,3
2651,R_3FVBVpkaWwCmc4K,AI02,1,3,3.6185,0,0,3,3,2,0,0,2,43,Female,0,0,0,13,0,17,1,1,1,3
2652,R_3FVBVpkaWwCmc4K,AI03,1,2,3.816,0,0,3,3,2,0,0,2,43,Female,0,0,0,13,0,11,1,1,1,3
2653,R_3FVBVpkaWwCmc4K,AI04,1,0,4.4915,0,0,3,3,2,0,0,2,43,Female,0,0,0,13,0,3,1,1,0,3
2654,R_3FVBVpkaWwCmc4K,AI05,1,2,4.2005,0,0,3,3,2,0,0,2,43,Female,0,0,0,13,0,10,1,1,1,3
2655,R_3FVBVpkaWwCmc4K,AI06,1,2,2.8795,0,0,3,3,2,0,0,2,43,Female,0,0,0,13,0,9,1,1,1,3
2656,R_3FVBVpkaWwCmc4K,AI07,1,2,7.7405,0,0,3,3,2,0,0,2,43,Female,0,0,0,13,0,13,1,1,1,3
2657,R_3FVBVpkaWwCmc4K,AI08,1,2,3.6465,0,0,3,3,2,0,0,2,43,Female,0,0,0,13,0,4,1,1,1,3
2658,R_3FVBVpkaWwCmc4K,AI09,1,3,4.082,0,0,3,3,2,0,0,2,43,Female,0,0,0,13,0,6,1,1,1,3
2659,R_3FVBVpkaWwCmc4K,AI10,1,2,4.215,0,0,3,3,2,0,0,2,43,Female,0,0,0,13,0,5,1,1,1,3
2660,R_1dAKRNnQ6X7EHau,Hum01,0,0,4.4345,0,0,2,2,1,77,4,0,33,Female,1,1,-1,12,2,4,0,1,0,0
2661,R_1dAKRNnQ6X7EHau,Hum02,0,3,3.235,0,0,2,2,1,77,4,0,33,Female,1,1,-1,12,2,11,0,1,1,0
2662,R_1dAKRNnQ6X7EHau,Hum03,0,3,3.586,0,0,2,2,1,77,4,0,33,Female,1,1,-1,12,2,18,0,1,1,0
2663,R_1dAKRNnQ6X7EHau,Hum04,0,2,2.752,0,0,2,2,1,77,4,0,33,Female,1,1,-1,12,2,10,0,1,1,0
2664,R_1dAKRNnQ6X7EHau,Hum05,0,1,4.4685,0,0,2,2,1,77,4,0,33,Female,1,1,-1,12,2,9,0,1,0,1
2665,R_1dAKRNnQ6X7EHau,Hum06,0,1,4.66,0,0,2,2,1,77,4,0,33,Female,1,1,-1,12,2,6,0,1,0,1
2666,R_1dAKRNnQ6X7EHau,Hum07,0,2,6.8695,0,0,2,2,1,77,4,0,33,Female,1,1,-1,12,2,13,0,1,1,2
2667,R_1dAKRNnQ6X7EHau,Hum08,0,2,4.7695,0,0,2,2,1,77,4,0,33,Female,1,1,-1,12,2,15,0,1,1,2
2668,R_1dAKRNnQ6X7EHau,Hum09,0,1,3.2165,0,0,2,2,1,77,4,0,33,Female,1,1,-1,12,2,17,0,1,0,2
2669,R_1dAKRNnQ6X7EHau,Hum10,0,2,4.5665,0,0,2,2,1,77,4,0,33,Female,1,1,-1,12,2,14,0,1,1,2
2670,R_1dAKRNnQ6X7EHau,AI01,1,3,4.283,0,0,2,2,1,77,4,0,33,Female,1,1,-1,12,2,7,0,1,1,3
2671,R_1dAKRNnQ6X7EHau,AI02,1,0,3.494,0,0,2,2,1,77,4,0,33,Female,1,1,-1,12,2,3,0,1,0,3
2672,R_1dAKRNnQ6X7EHau,AI03,1,2,5.182,-1,0,2,2,1,77,4,0,33,Female,1,1,-1,12,2,1,0,1,1,3
2673,R_1dAKRNnQ6X7EHau,AI04,1,3,2.9715,0,0,2,2,1,77,4,0,33,Female,1,1,-1,12,2,12,0,1,1,3
2674,R_1dAKRNnQ6X7EHau,AI05,1,1,4.502,0,0,2,2,1,77,4,0,33,Female,1,1,-1,12,2,8,0,1,0,3
2675,R_1dAKRNnQ6X7EHau,AI06,1,2,3.94,0,0,2,2,1,77,4,0,33,Female,1,1,-1,12,2,5,0,1,1,3
2676,R_1dAKRNnQ6X7EHau,AI07,1,3,3.5565,0,0,2,2,1,77,4,0,33,Female,1,1,-1,12,2,0,0,1,1,3
2677,R_1dAKRNnQ6X7EHau,AI08,1,1,4.394,0,0,2,2,1,77,4,0,33,Female,1,1,-1,12,2,2,0,1,0,3
2678,R_1dAKRNnQ6X7EHau,AI09,1,0,3.963,0,0,2,2,1,77,4,0,33,Female,1,1,-1,12,2,16,0,1,0,3
2679,R_1dAKRNnQ6X7EHau,AI10,1,3,2.4245,0,0,2,2,1,77,4,0,33,Female,1,1,-1,12,2,19,0,1,1,3
2680,R_1K9nkOgk3EWJO3s,Hum01,0,0,6.4815,0,1,2,2,1,79,3,1,30,Male,0,2,0,20,0,3,1,0,0,0
2681,R_1K9nkOgk3EWJO3s,Hum02,0,0,7.8785,0,1,2,2,1,79,3,1,30,Male,0,2,0,20,0,9,1,0,0,0
2682,R_1K9nkOgk3EWJO3s,Hum03,0,1,4.9685,0,1,2,2,1,79,3,1,30,Male,0,2,0,20,0,15,1,0,0,0
2683,R_1K9nkOgk3EWJO3s,Hum04,0,1,5.1255,0,1,2,2,1,79,3,1,30,Male,0,2,0,20,0,16,1,0,0,0
2684,R_1K9nkOgk3EWJO3s,Hum05,0,1,13.908,0,1,2,2,1,79,3,1,30,Male,0,2,0,20,0,12,1,0,0,1
2685,R_1K9nkOgk3EWJO3s,Hum06,0,0,7.559,0,1,2,2,1,79,3,1,30,Male,0,2,0,20,0,17,1,0,0,1
2686,R_1K9nkOgk3EWJO3s,Hum07,0,1,6.892,0,1,2,2,1,79,3,1,30,Male,0,2,0,20,0,1,1,0,0,2
2687,R_1K9nkOgk3EWJO3s,Hum08,0,3,5.687,0,1,2,2,1,79,3,1,30,Male,0,2,0,20,0,6,1,0,1,2
2688,R_1K9nkOgk3EWJO3s,Hum09,0,1,38.825,0,1,2,2,1,79,3,1,30,Male,0,2,0,20,0,19,1,0,0,2
2689,R_1K9nkOgk3EWJO3s,Hum10,0,1,3.554,0,1,2,2,1,79,3,1,30,Male,0,2,0,20,0,2,1,0,0,2
2690,R_1K9nkOgk3EWJO3s,AI01,1,3,4.2255,0,1,2,2,1,79,3,1,30,Male,0,2,0,20,0,11,1,0,1,3
2691,R_1K9nkOgk3EWJO3s,AI02,1,1,7.475,0,1,2,2,1,79,3,1,30,Male,0,2,0,20,0,4,1,0,0,3
2692,R_1K9nkOgk3EWJO3s,AI03,1,1,26.7505,0,1,2,2,1,79,3,1,30,Male,0,2,0,20,0,10,1,0,0,3
2693,R_1K9nkOgk3EWJO3s,AI04,1,1,4.465,0,1,2,2,1,79,3,1,30,Male,0,2,0,20,0,18,1,0,0,3
2694,R_1K9nkOgk3EWJO3s,AI05,1,1,4.736,0,1,2,2,1,79,3,1,30,Male,0,2,0,20,0,5,1,0,0,3
2695,R_1K9nkOgk3EWJO3s,AI06,1,1,4.39,0,1,2,2,1,79,3,1,30,Male,0,2,0,20,0,13,1,0,0,3
2696,R_1K9nkOgk3EWJO3s,AI07,1,1,4.276,0,1,2,2,1,79,3,1,30,Male,0,2,0,20,0,0,1,0,0,3
2697,R_1K9nkOgk3EWJO3s,AI08,1,0,3.6775,0,1,2,2,1,79,3,1,30,Male,0,2,0,20,0,7,1,0,0,3
2698,R_1K9nkOgk3EWJO3s,AI09,1,0,4.7805,0,1,2,2,1,79,3,1,30,Male,0,2,0,20,0,8,1,0,0,3
2699,R_1K9nkOgk3EWJO3s,AI10,1,1,4.87,0,1,2,2,1,79,3,1,30,Male,0,2,0,20,0,14,1,0,0,3
2700,R_2t5yAyns6CSyzAh,Hum01,0,0,5.976,0,0,2,2,1,21,2,0,37,Female,0,0,0,12,2,13,0,1,0,0
2701,R_2t5yAyns6CSyzAh,Hum02,0,3,5.05,-1,0,2,2,1,21,2,0,37,Female,0,0,0,12,2,12,0,1,1,0
2702,R_2t5yAyns6CSyzAh,Hum03,0,1,3.34,0,0,2,2,1,21,2,0,37,Female,0,0,0,12,2,15,0,1,0,0
2703,R_2t5yAyns6CSyzAh,Hum04,0,3,8.3505,1,0,2,2,1,21,2,0,37,Female,0,0,0,12,2,6,0,1,1,0
2704,R_2t5yAyns6CSyzAh,Hum05,0,0,12.1575,0,0,2,2,1,21,2,0,37,Female,0,0,0,12,2,11,0,1,0,1
2705,R_2t5yAyns6CSyzAh,Hum06,0,1,7.8565,0,0,2,2,1,21,2,0,37,Female,0,0,0,12,2,7,0,1,0,1
2706,R_2t5yAyns6CSyzAh,Hum07,0,3,16.8325,1,0,2,2,1,21,2,0,37,Female,0,0,0,12,2,2,0,1,1,2
2707,R_2t5yAyns6CSyzAh,Hum08,0,2,6.843,1,0,2,2,1,21,2,0,37,Female,0,0,0,12,2,1,0,1,1,2
2708,R_2t5yAyns6CSyzAh,Hum09,0,0,6.0995,0,0,2,2,1,21,2,0,37,Female,0,0,0,12,2,9,0,1,0,2
2709,R_2t5yAyns6CSyzAh,Hum10,0,1,5.596,-1,0,2,2,1,21,2,0,37,Female,0,0,0,12,2,18,0,1,0,2
2710,R_2t5yAyns6CSyzAh,AI01,1,1,6.9505,-1,0,2,2,1,21,2,0,37,Female,0,0,0,12,2,14,0,1,0,3
2711,R_2t5yAyns6CSyzAh,AI02,1,1,3.556,0,0,2,2,1,21,2,0,37,Female,0,0,0,12,2,19,0,1,0,3
2712,R_2t5yAyns6CSyzAh,AI03,1,0,3.948,0,0,2,2,1,21,2,0,37,Female,0,0,0,12,2,10,0,1,0,3
2713,R_2t5yAyns6CSyzAh,AI04,1,1,26.9895,0,0,2,2,1,21,2,0,37,Female,0,0,0,12,2,0,0,1,0,3
2714,R_2t5yAyns6CSyzAh,AI05,1,0,3.3005,0,0,2,2,1,21,2,0,37,Female,0,0,0,12,2,16,0,1,0,3
2715,R_2t5yAyns6CSyzAh,AI06,1,1,7.233,0,0,2,2,1,21,2,0,37,Female,0,0,0,12,2,4,0,1,0,3
2716,R_2t5yAyns6CSyzAh,AI07,1,0,7.4575,0,0,2,2,1,21,2,0,37,Female,0,0,0,12,2,5,0,1,0,3
2717,R_2t5yAyns6CSyzAh,AI08,1,0,6.121,0,0,2,2,1,21,2,0,37,Female,0,0,0,12,2,3,0,1,0,3
2718,R_2t5yAyns6CSyzAh,AI09,1,0,4.9255,0,0,2,2,1,21,2,0,37,Female,0,0,0,12,2,8,0,1,0,3
2719,R_2t5yAyns6CSyzAh,AI10,1,0,3.797,0,0,2,2,1,21,2,0,37,Female,0,0,0,12,2,17,0,1,0,3
2720,R_DzQsNGNhf3x2FB7,Hum01,0,0,6.384,0,1,2,2,1,59,3,2,42,Female,0,1,0,12,7,0,0,1,0,0
2721,R_DzQsNGNhf3x2FB7,Hum02,0,4,5.8645,0,1,2,2,1,59,3,2,42,Female,0,1,0,12,7,18,0,1,1,0
2722,R_DzQsNGNhf3x2FB7,Hum03,0,0,3.0725,0,1,2,2,1,59,3,2,42,Female,0,1,0,12,7,13,0,1,0,0
2723,R_DzQsNGNhf3x2FB7,Hum04,0,0,2.5635,0,1,2,2,1,59,3,2,42,Female,0,1,0,12,7,15,0,1,0,0
2724,R_DzQsNGNhf3x2FB7,Hum05,0,0,2.4835,0,1,2,2,1,59,3,2,42,Female,0,1,0,12,7,7,0,1,0,1
2725,R_DzQsNGNhf3x2FB7,Hum06,0,2,7.3135,-1,1,2,2,1,59,3,2,42,Female,0,1,0,12,7,2,0,1,1,1
2726,R_DzQsNGNhf3x2FB7,Hum07,0,0,5.6,0,1,2,2,1,59,3,2,42,Female,0,1,0,12,7,1,0,1,0,2
2727,R_DzQsNGNhf3x2FB7,Hum08,0,2,5.3815,-1,1,2,2,1,59,3,2,42,Female,0,1,0,12,7,16,0,1,1,2
2728,R_DzQsNGNhf3x2FB7,Hum09,0,3,4.6405,-1,1,2,2,1,59,3,2,42,Female,0,1,0,12,7,19,0,1,1,2
2729,R_DzQsNGNhf3x2FB7,Hum10,0,0,5.8205,0,1,2,2,1,59,3,2,42,Female,0,1,0,12,7,3,0,1,0,2
2730,R_DzQsNGNhf3x2FB7,AI01,1,0,4.266,0,1,2,2,1,59,3,2,42,Female,0,1,0,12,7,12,0,1,0,3
2731,R_DzQsNGNhf3x2FB7,AI02,1,2,3.25,-1,1,2,2,1,59,3,2,42,Female,0,1,0,12,7,14,0,1,1,3
2732,R_DzQsNGNhf3x2FB7,AI03,1,0,4.018,0,1,2,2,1,59,3,2,42,Female,0,1,0,12,7,4,0,1,0,3
2733,R_DzQsNGNhf3x2FB7,AI04,1,0,4.2805,0,1,2,2,1,59,3,2,42,Female,0,1,0,12,7,6,0,1,0,3
2734,R_DzQsNGNhf3x2FB7,AI05,1,0,3.4115,0,1,2,2,1,59,3,2,42,Female,0,1,0,12,7,5,0,1,0,3
2735,R_DzQsNGNhf3x2FB7,AI06,1,0,2.591,0,1,2,2,1,59,3,2,42,Female,0,1,0,12,7,10,0,1,0,3
2736,R_DzQsNGNhf3x2FB7,AI07,1,0,2.6335,0,1,2,2,1,59,3,2,42,Female,0,1,0,12,7,11,0,1,0,3
2737,R_DzQsNGNhf3x2FB7,AI08,1,0,4.88,0,1,2,2,1,59,3,2,42,Female,0,1,0,12,7,9,0,1,0,3
2738,R_DzQsNGNhf3x2FB7,AI09,1,0,3.011,0,1,2,2,1,59,3,2,42,Female,0,1,0,12,7,17,0,1,0,3
2739,R_DzQsNGNhf3x2FB7,AI10,1,0,2.916,0,1,2,2,1,59,3,2,42,Female,0,1,0,12,7,8,0,1,0,3
2740,R_2troixxm8HlnsuC,Hum01,0,1,5.988,0,1,3,3,2,83,4,1,32,Female,0,0,0,13,0,4,1,1,0,0
2741,R_2troixxm8HlnsuC,Hum02,0,2,7.7805,0,1,3,3,2,83,4,1,32,Female,0,0,0,13,0,16,1,1,1,0
2742,R_2troixxm8HlnsuC,Hum03,0,1,4.964,0,1,3,3,2,83,4,1,32,Female,0,0,0,13,0,2,1,1,0,0
2743,R_2troixxm8HlnsuC,Hum04,0,2,4.215,-1,1,3,3,2,83,4,1,32,Female,0,0,0,13,0,10,1,1,1,0
2744,R_2troixxm8HlnsuC,Hum05,0,0,3.6405,0,1,3,3,2,83,4,1,32,Female,0,0,0,13,0,5,1,1,0,1
2745,R_2troixxm8HlnsuC,Hum06,0,1,5.1505,0,1,3,3,2,83,4,1,32,Female,0,0,0,13,0,1,1,1,0,1
2746,R_2troixxm8HlnsuC,Hum07,0,2,5.1875,0,1,3,3,2,83,4,1,32,Female,0,0,0,13,0,14,1,1,1,2
2747,R_2troixxm8HlnsuC,Hum08,0,3,7.203,1,1,3,3,2,83,4,1,32,Female,0,0,0,13,0,0,1,1,1,2
2748,R_2troixxm8HlnsuC,Hum09,0,2,4.6305,-1,1,3,3,2,83,4,1,32,Female,0,0,0,13,0,3,1,1,1,2
2749,R_2troixxm8HlnsuC,Hum10,0,3,7.009,-1,1,3,3,2,83,4,1,32,Female,0,0,0,13,0,8,1,1,1,2
2750,R_2troixxm8HlnsuC,AI01,1,3,4.981,1,1,3,3,2,83,4,1,32,Female,0,0,0,13,0,7,1,1,1,3
2751,R_2troixxm8HlnsuC,AI02,1,0,3.6305,0,1,3,3,2,83,4,1,32,Female,0,0,0,13,0,12,1,1,0,3
2752,R_2troixxm8HlnsuC,AI03,1,3,8.0525,-1,1,3,3,2,83,4,1,32,Female,0,0,0,13,0,18,1,1,1,3
2753,R_2troixxm8HlnsuC,AI04,1,1,4.7485,0,1,3,3,2,83,4,1,32,Female,0,0,0,13,0,9,1,1,0,3
2754,R_2troixxm8HlnsuC,AI05,1,1,5.2795,0,1,3,3,2,83,4,1,32,Female,0,0,0,13,0,17,1,1,0,3
2755,R_2troixxm8HlnsuC,AI06,1,1,3.866,0,1,3,3,2,83,4,1,32,Female,0,0,0,13,0,13,1,1,0,3
2756,R_2troixxm8HlnsuC,AI07,1,1,3.956,0,1,3,3,2,83,4,1,32,Female,0,0,0,13,0,11,1,1,0,3
2757,R_2troixxm8HlnsuC,AI08,1,2,5.117,-1,1,3,3,2,83,4,1,32,Female,0,0,0,13,0,6,1,1,1,3
2758,R_2troixxm8HlnsuC,AI09,1,1,3.982,0,1,3,3,2,83,4,1,32,Female,0,0,0,13,0,15,1,1,0,3
2759,R_2troixxm8HlnsuC,AI10,1,1,3.641,-1,1,3,3,2,83,4,1,32,Female,0,0,0,13,0,19,1,1,0,3
2760,R_1eRDHAO5a5ESsQk,Hum01,0,0,3.9555,0,1,0,0,0,60,2,2,44,Male,1,2,0,12,0,8,1,0,0,0
2761,R_1eRDHAO5a5ESsQk,Hum02,0,0,6.0495,0,1,0,0,0,60,2,2,44,Male,1,2,0,12,0,5,1,0,0,0
2762,R_1eRDHAO5a5ESsQk,Hum03,0,0,5.6035,1,1,0,0,0,60,2,2,44,Male,1,2,0,12,0,1,1,0,0,0
2763,R_1eRDHAO5a5ESsQk,Hum04,0,2,6.7945,-1,1,0,0,0,60,2,2,44,Male,1,2,0,12,0,18,1,0,1,0
2764,R_1eRDHAO5a5ESsQk,Hum05,0,0,3.1805,0,1,0,0,0,60,2,2,44,Male,1,2,0,12,0,19,1,0,0,1
2765,R_1eRDHAO5a5ESsQk,Hum06,0,0,7.9505,-1,1,0,0,0,60,2,2,44,Male,1,2,0,12,0,0,1,0,0,1
2766,R_1eRDHAO5a5ESsQk,Hum07,0,0,4.518,0,1,0,0,0,60,2,2,44,Male,1,2,0,12,0,15,1,0,0,2
2767,R_1eRDHAO5a5ESsQk,Hum08,0,2,7.087,-1,1,0,0,0,60,2,2,44,Male,1,2,0,12,0,12,1,0,1,2
2768,R_1eRDHAO5a5ESsQk,Hum09,0,0,5.0905,0,1,0,0,0,60,2,2,44,Male,1,2,0,12,0,6,1,0,0,2
2769,R_1eRDHAO5a5ESsQk,Hum10,0,2,5.6625,-1,1,0,0,0,60,2,2,44,Male,1,2,0,12,0,16,1,0,1,2
2770,R_1eRDHAO5a5ESsQk,AI01,1,0,3.988,0,1,0,0,0,60,2,2,44,Male,1,2,0,12,0,4,1,0,0,3
2771,R_1eRDHAO5a5ESsQk,AI02,1,2,6.084,-1,1,0,0,0,60,2,2,44,Male,1,2,0,12,0,10,1,0,1,3
2772,R_1eRDHAO5a5ESsQk,AI03,1,0,2.98,0,1,0,0,0,60,2,2,44,Male,1,2,0,12,0,17,1,0,0,3
2773,R_1eRDHAO5a5ESsQk,AI04,1,0,4.4725,0,1,0,0,0,60,2,2,44,Male,1,2,0,12,0,11,1,0,0,3
2774,R_1eRDHAO5a5ESsQk,AI05,1,0,4.1595,0,1,0,0,0,60,2,2,44,Male,1,2,0,12,0,9,1,0,0,3
2775,R_1eRDHAO5a5ESsQk,AI06,1,0,2.6885,0,1,0,0,0,60,2,2,44,Male,1,2,0,12,0,7,1,0,0,3
2776,R_1eRDHAO5a5ESsQk,AI07,1,0,4.7095,0,1,0,0,0,60,2,2,44,Male,1,2,0,12,0,13,1,0,0,3
2777,R_1eRDHAO5a5ESsQk,AI08,1,0,4.556,0,1,0,0,0,60,2,2,44,Male,1,2,0,12,0,3,1,0,0,3
2778,R_1eRDHAO5a5ESsQk,AI09,1,0,5.454,0,1,0,0,0,60,2,2,44,Male,1,2,0,12,0,2,1,0,0,3
2779,R_1eRDHAO5a5ESsQk,AI10,1,0,2.7065,0,1,0,0,0,60,2,2,44,Male,1,2,0,12,0,14,1,0,0,3
2780,R_2affq75QTYFLTZV,Hum01,0,4,27.3255,1,1,4,4,2,93,4,1,25,Male,0,2,0,15,0,13,1,0,1,0
2781,R_2affq75QTYFLTZV,Hum02,0,4,31.484,1,1,4,4,2,93,4,1,25,Male,0,2,0,15,0,10,1,0,1,0
2782,R_2affq75QTYFLTZV,Hum03,0,4,33.7735,1,1,4,4,2,93,4,1,25,Male,0,2,0,15,0,17,1,0,1,0
2783,R_2affq75QTYFLTZV,Hum04,0,3,9.621,-1,1,4,4,2,93,4,1,25,Male,0,2,0,15,0,7,1,0,1,0
2784,R_2affq75QTYFLTZV,Hum05,0,0,10.0,0,1,4,4,2,93,4,1,25,Male,0,2,0,15,0,6,1,0,0,1
2785,R_2affq75QTYFLTZV,Hum06,0,0,6.447,0,1,4,4,2,93,4,1,25,Male,0,2,0,15,0,1,1,0,0,1
2786,R_2affq75QTYFLTZV,Hum07,0,4,36.5205,1,1,4,4,2,93,4,1,25,Male,0,2,0,15,0,9,1,0,1,2
2787,R_2affq75QTYFLTZV,Hum08,0,4,19.352,1,1,4,4,2,93,4,1,25,Male,0,2,0,15,0,0,1,0,1,2
2788,R_2affq75QTYFLTZV,Hum09,0,4,4.3565,1,1,4,4,2,93,4,1,25,Male,0,2,0,15,0,8,1,0,1,2
2789,R_2affq75QTYFLTZV,Hum10,0,0,6.486,0,1,4,4,2,93,4,1,25,Male,0,2,0,15,0,11,1,0,0,2
2790,R_2affq75QTYFLTZV,AI01,1,4,68.59,-1,1,4,4,2,93,4,1,25,Male,0,2,0,15,0,4,1,0,1,3
2791,R_2affq75QTYFLTZV,AI02,1,4,6.7945,1,1,4,4,2,93,4,1,25,Male,0,2,0,15,0,2,1,0,1,3
2792,R_2affq75QTYFLTZV,AI03,1,4,14.0595,1,1,4,4,2,93,4,1,25,Male,0,2,0,15,0,18,1,0,1,3
2793,R_2affq75QTYFLTZV,AI04,1,4,25.9955,1,1,4,4,2,93,4,1,25,Male,0,2,0,15,0,14,1,0,1,3
2794,R_2affq75QTYFLTZV,AI05,1,4,11.132,1,1,4,4,2,93,4,1,25,Male,0,2,0,15,0,16,1,0,1,3
2795,R_2affq75QTYFLTZV,AI06,1,0,4.266,0,1,4,4,2,93,4,1,25,Male,0,2,0,15,0,5,1,0,0,3
2796,R_2affq75QTYFLTZV,AI07,1,4,37.941,1,1,4,4,2,93,4,1,25,Male,0,2,0,15,0,19,1,0,1,3
2797,R_2affq75QTYFLTZV,AI08,1,4,37.5475,1,1,4,4,2,93,4,1,25,Male,0,2,0,15,0,12,1,0,1,3
2798,R_2affq75QTYFLTZV,AI09,1,4,24.2055,1,1,4,4,2,93,4,1,25,Male,0,2,0,15,0,15,1,0,1,3
2799,R_2affq75QTYFLTZV,AI10,1,4,5.4325,1,1,4,4,2,93,4,1,25,Male,0,2,0,15,0,3,1,0,1,3
2800,R_1mlWBvslBxTmQQg,Hum01,0,1,4.688,0,1,0,0,2,30,1,2,31,Female,0,1,0,16,0,3,1,1,0,0
2801,R_1mlWBvslBxTmQQg,Hum02,0,1,5.135,0,1,0,0,2,30,1,2,31,Female,0,1,0,16,0,11,1,1,0,0
2802,R_1mlWBvslBxTmQQg,Hum03,0,1,2.7945,0,1,0,0,2,30,1,2,31,Female,0,1,0,16,0,5,1,1,0,0
2803,R_1mlWBvslBxTmQQg,Hum04,0,2,4.0765,0,1,0,0,2,30,1,2,31,Female,0,1,0,16,0,4,1,1,1,0
2804,R_1mlWBvslBxTmQQg,Hum05,0,0,4.819,0,1,0,0,2,30,1,2,31,Female,0,1,0,16,0,1,1,1,0,1
2805,R_1mlWBvslBxTmQQg,Hum06,0,0,4.1065,0,1,0,0,2,30,1,2,31,Female,0,1,0,16,0,8,1,1,0,1
2806,R_1mlWBvslBxTmQQg,Hum07,0,1,4.2195,0,1,0,0,2,30,1,2,31,Female,0,1,0,16,0,10,1,1,0,2
2807,R_1mlWBvslBxTmQQg,Hum08,0,2,4.3385,0,1,0,0,2,30,1,2,31,Female,0,1,0,16,0,14,1,1,1,2
2808,R_1mlWBvslBxTmQQg,Hum09,0,0,2.7825,0,1,0,0,2,30,1,2,31,Female,0,1,0,16,0,17,1,1,0,2
2809,R_1mlWBvslBxTmQQg,Hum10,0,0,3.141,0,1,0,0,2,30,1,2,31,Female,0,1,0,16,0,7,1,1,0,2
2810,R_1mlWBvslBxTmQQg,AI01,1,2,3.9845,0,1,0,0,2,30,1,2,31,Female,0,1,0,16,0,6,1,1,1,3
2811,R_1mlWBvslBxTmQQg,AI02,1,1,2.6005,0,1,0,0,2,30,1,2,31,Female,0,1,0,16,0,19,1,1,0,3
2812,R_1mlWBvslBxTmQQg,AI03,1,0,3.038,0,1,0,0,2,30,1,2,31,Female,0,1,0,16,0,18,1,1,0,3
2813,R_1mlWBvslBxTmQQg,AI04,1,0,3.2255,0,1,0,0,2,30,1,2,31,Female,0,1,0,16,0,15,1,1,0,3
2814,R_1mlWBvslBxTmQQg,AI05,1,1,3.1535,0,1,0,0,2,30,1,2,31,Female,0,1,0,16,0,16,1,1,0,3
2815,R_1mlWBvslBxTmQQg,AI06,1,0,2.6305,0,1,0,0,2,30,1,2,31,Female,0,1,0,16,0,13,1,1,0,3
2816,R_1mlWBvslBxTmQQg,AI07,1,0,3.0755,0,1,0,0,2,30,1,2,31,Female,0,1,0,16,0,2,1,1,0,3
2817,R_1mlWBvslBxTmQQg,AI08,1,3,4.7695,0,1,0,0,2,30,1,2,31,Female,0,1,0,16,0,0,1,1,1,3
2818,R_1mlWBvslBxTmQQg,AI09,1,0,3.3425,0,1,0,0,2,30,1,2,31,Female,0,1,0,16,0,12,1,1,0,3
2819,R_1mlWBvslBxTmQQg,AI10,1,0,4.936,0,1,0,0,2,30,1,2,31,Female,0,1,0,16,0,9,1,1,0,3
2820,R_XtwAhfzfGDqCL4Z,Hum01,0,0,4.7505,0,1,0,0,2,98,4,3,29,Male,0,2,0,16,0,8,1,0,0,0
2821,R_XtwAhfzfGDqCL4Z,Hum02,0,0,6.6945,0,1,0,0,2,98,4,3,29,Male,0,2,0,16,0,5,1,0,0,0
2822,R_XtwAhfzfGDqCL4Z,Hum03,0,0,5.8845,0,1,0,0,2,98,4,3,29,Male,0,2,0,16,0,10,1,0,0,0
2823,R_XtwAhfzfGDqCL4Z,Hum04,0,0,2.6005,0,1,0,0,2,98,4,3,29,Male,0,2,0,16,0,12,1,0,0,0
2824,R_XtwAhfzfGDqCL4Z,Hum05,0,0,3.237,0,1,0,0,2,98,4,3,29,Male,0,2,0,16,0,3,1,0,0,1
2825,R_XtwAhfzfGDqCL4Z,Hum06,0,0,4.0505,0,1,0,0,2,98,4,3,29,Male,0,2,0,16,0,16,1,0,0,1
2826,R_XtwAhfzfGDqCL4Z,Hum07,0,0,3.9505,0,1,0,0,2,98,4,3,29,Male,0,2,0,16,0,17,1,0,0,2
2827,R_XtwAhfzfGDqCL4Z,Hum08,0,0,5.6,0,1,0,0,2,98,4,3,29,Male,0,2,0,16,0,7,1,0,0,2
2828,R_XtwAhfzfGDqCL4Z,Hum09,0,0,5.8435,0,1,0,0,2,98,4,3,29,Male,0,2,0,16,0,0,1,0,0,2
2829,R_XtwAhfzfGDqCL4Z,Hum10,0,0,5.5375,0,1,0,0,2,98,4,3,29,Male,0,2,0,16,0,18,1,0,0,2
2830,R_XtwAhfzfGDqCL4Z,AI01,1,0,3.292,0,1,0,0,2,98,4,3,29,Male,0,2,0,16,0,4,1,0,0,3
2831,R_XtwAhfzfGDqCL4Z,AI02,1,0,3.6375,0,1,0,0,2,98,4,3,29,Male,0,2,0,16,0,6,1,0,0,3
